# FINAL TIMESERIES OF WASP-12 b
# BJD_TDB,Orbital Phase,Flux,Uncertainty,Model,Airmass
2461014.8710650215, -0.05072903564976056, 0.9975332669015826, 0.03558754651739825, 0.9986522582963216, 1.0106043287018822
2461014.87315346, -0.048815527722055135, 1.0255541565943422, 0.035587260450697, 0.9973320793365756, 1.0106183142013927
2461014.875241204, -0.04690265636628377, 0.9722109109480648, 0.035587051087267806, 0.995789381589645, 1.0106285499526846
2461014.8773185657, -0.044999297750352524, 0.993889551293115, 0.035586917563667754, 0.9941533162160343, 1.0106350779900142
2461014.879406634, -0.04308612944145376, 1.0037008763118522, 0.03558686011799837, 0.9925511894761592, 1.0106378865587797
2461014.881481345, -0.041185199355984026, 0.9487891049018254, 0.035586878811344154, 0.9912368974882918, 1.0106369726234834
2461014.883569158, -0.039272264428350606, 0.9985519610154739, 0.03558697318983918, 0.9905634594454306, 1.010632358389846
2461014.8856565664, -0.03735970069212646, 0.9851101373395991, 0.03558714403496603, 0.9900476703712375, 1.0106240057313707
2461014.8877450977, -0.035446107859719383, 1.001116406833793, 0.035587390952538385, 0.989609360087136, 1.0106119340659647
2461014.889820734, -0.03354433000720344, 0.9961035970910481, 0.03558771379057061, 0.9892300502314103, 1.0105961510345485
2461014.891907402, -0.03163244465527898, 0.9865642009222731, 0.03558811599174851, 0.9888938952724734, 1.0105764886118864
2461014.8939830037, -0.029730698375365683, 0.9932035654363448, 0.03558859038206651, 0.9885971153522056, 1.0105532978536025
2461014.8960695323, -0.02781894059382209, 0.9984676064091018, 0.035589143599613945, 0.9883313137925659, 1.010526254657639
2461014.898168283, -0.025895984351452184, 1.014170227039643, 0.03558977857296829, 0.9880928762101102, 1.010495216363907
2461014.900244811, -0.02399338945117907, 1.0001960188865768, 0.03559048373235821, 0.9878824363480008, 1.010460749054907
2461014.902320367, -0.022091685410288192, 0.9949896486473245, 0.03559127047229603, 0.9876949735376179, 1.0104222963842355
2461014.9044077634, -0.020179132340483852, 0.992416175117369, 0.03559213515739987, 0.9875275070550843, 1.0103800367370042
2461014.9064833536, -0.018277396726990358, 0.9854918012979974, 0.03559307972865039, 0.9873802888552955, 1.0103338760172555
2461014.908572046, -0.016363656271333155, 0.9578175197655328, 0.0355941045149639, 0.9872501882786956, 1.010283798998432
2461014.9106474626, -0.014462079800823174, 1.005500547454975, 0.03559520943607446, 0.9871377010854294, 1.0102298105233147
2461014.9127348936, -0.01254949515841619, 1.0107751041813788, 0.03559639592711281, 0.9870404781027922, 1.0101718414699445
2461014.914823227, -0.010636083655145845, 1.0133576401636157, 0.035597663430160666, 0.9869583823652485, 1.0101099201769046
2461014.916899396, -0.008733817707259561, 1.010296280159097, 0.035599013139806554, 0.9868911516474209, 1.0100439894436153
2461014.9189897897, -0.006818518674340246, 0.9483382585929768, 0.0356004486335932, 0.9868374226343357, 1.0099738757842587
2461014.9210656, -0.004916581252184027, 0.959119515747862, 0.03560196673280701, 0.9867975224196377, 1.0098997358081045
2461014.923153158, -0.0030038805591295348, 1.0179845361682758, 0.03560356844275607, 0.9867706128487479, 1.0098215218305808
2461014.9252406238, -0.0010912639174631422, 0.936079960122426, 0.03560526025994089, 0.9867567547539563, 1.009738918175949
2461014.927316063, 0.0008103334592296507, 0.9852691275593906, 0.035607035578497336, 0.9867558109004777, 1.009652249018436
2461014.92940435, 0.0027237022968207847, 1.0032899880450876, 0.03560890117013908, 0.9867677705284449, 1.0095611854969757
2461014.93149229, 0.004636753275101713, 1.005065703473903, 0.0356108587254551, 0.9867927638093983, 1.009465646990912
2461014.9335681805, 0.0065387640822262005, 0.9774151162092262, 0.035612903476059145, 0.9868307211816112, 1.0093658681791204
2461014.935656074, 0.008451772394827917, 0.993588962469845, 0.03561504324695108, 0.9868823710948387, 1.0092614693043092
2461014.937732833, 0.010354578916869972, 0.9845224040351807, 0.03561727641224703, 0.9869475430002796, 1.0091525319432961
2461014.9398184693, 0.0122655192239996, 0.9944832559179855, 0.035619604553692064, 0.9870273526872295, 1.009038981284323
2461014.9419210856, 0.014192017144401992, 0.9622640578353068, 0.035622040931083995, 0.9871230252196462, 1.0089201732507855
2461014.943985448, 0.016083465635977456, 0.9742548106103938, 0.03562455250313899, 0.9872325874895014, 1.00879772155574
2461014.94607355, 0.017996664664165274, 0.9799198639193927, 0.03562717589512086, 0.987360100910144, 1.0086698431652519
2461014.948171397, 0.019918793192358175, 0.9927601431366977, 0.03562991445758305, 0.9875062498081558, 1.0085363780756933
2461014.9502353775, 0.021809891398707204, 0.9794912277307228, 0.03563272665013533, 0.9876690154587614, 1.0083993536416818
2461014.9523216155, 0.023721382946412406, 1.0023580735954571, 0.035635662492878695, 0.9878542717370591, 1.0082563357341996
2461014.9544086987, 0.02563364887619557, 1.0196428710428553, 0.03563870685107098, 0.9880624151230947, 1.0081080654211736
2461014.958572864, 0.029449017427834623, 0.985722320682216, 0.0356451253566825, 0.9885560088799384, 1.0077955758913504
2461014.960649217, 0.031351451905153815, 0.9817593444002359, 0.035648504143629266, 0.9888478279195086, 1.0076311387528434
2461014.9627381633, 0.033265424888762773, 1.0336674556382248, 0.035652001088423965, 0.9891783979574453, 1.007460995828186
2461014.964825119, 0.03517757391458487, 0.9698337243567543, 0.0356556189895162, 0.9895527211475894, 1.0072850156028856
2461014.966913209, 0.037090762276352884, 0.9503578375280443, 0.03565935482469383, 0.9899820224753461, 1.007103349875799
2461014.9689894463, 0.038993090942787634, 0.9575870338710082, 0.03566322337254535, 0.9904819363251477, 1.0069152851952012
2461014.9710661005, 0.04089580146705141, 0.9969670961194285, 0.03566721573198993, 0.9911057170628202, 1.0067212597721795
2461014.9731533565, 0.0428082256865045, 0.9654702837471072, 0.03567133464065016, 0.992333428047556, 1.006521146097285
2461014.975240833, 0.044720852141277134, 1.0245025323166204, 0.035675596542297204, 0.9939135075433909, 1.0063141514182274
2461014.977316353, 0.04662252332959499, 1.0000448990298256, 0.035679970715576714, 0.9955518751425665, 1.0061017738311535
2461014.979402521, 0.04853395087878137, 0.9860808429964264, 0.03568453067637335, 0.997116117242799, 1.0058804511976855
2461014.9814899852, 0.05044656581382062, 1.0212358742296952, 0.03568921735391134, 0.9984761233038981, 1.0056530584245031
2461014.9835668015, 0.052349424814648104, 0.9828690528233012, 0.03569404828856887, 0.9995009757248556, 1.0054187514879982
2461014.9856548216, 0.0542625491778973, 1.0011752776778888, 0.03569903513017861, 1.0, 1.0051769733624458
2461014.9877423667, 0.05617523835121835, 0.9288022104057311, 0.03570417428186362, 1.0, 1.0049279069084471
2461014.989818257, 0.05807724873168607, 1.0657725429666178, 0.035709486776035804, 1.0, 1.0046705420351172
2461014.9939840767, 0.061894133194907996, 1.0533824666764111, 0.03572060140598241, 1.0, 1.0041324284279278
2461014.996072814, 0.06380791460961727, 1.0122106607118906, 0.03572642209546139, 1.0, 1.0038508021419803
2461014.998160498, 0.06572073135331924, 0.9398533216613534, 0.035732419269338914, 1.0, 1.0035607674764075
2461015.0002484024, 0.06763374947902712, 1.025425245095798, 0.03573861800827267, 1.0, 1.0032611239454094
2461015.002335114, 0.06954567493669006, 0.9947963157832236, 0.03574499494132458, 1.0, 1.002953014178875
2461015.004411247, 0.07144790803200335, 0.9593292218178001, 0.03575158662152399, 1.0, 1.0026346858244661
2461015.0064893244, 0.07335192241942429, 0.9999175423432262, 0.035758368389492104, 1.0, 1.002307344332802
2461015.0085887215, 0.07527547086142183, 0.9978798443360221, 0.03576541324438605, 1.0, 1.001967483067118
2461015.010664889, 0.07717773552933777, 0.9985379488070878, 0.03577259374123963, 1.0, 1.0016212655333478
2461015.0127411955, 0.07908012734097775, 0.97572184117314, 0.03578005336033281, 1.0, 1.0012617899860283
2461015.014828532, 0.08099262537205587, 1.0105151797985155, 0.03578773088496201, 1.0, 1.000892026603991
2461015.016903831, 0.08289409432505424, 0.9663338013741931, 0.03579567145476609, 1.0, 1.0005098215354675
2461015.0210807156, 0.08672111658031695, 1.0128600312984595, 0.03581229000450952, 1.0, 0.9997106638431772
2461015.023156929, 0.08862342306059845, 0.9562654593293718, 0.0358210134603447, 1.0, 0.9992915715445757
2461015.027319217, 0.09243707175870797, 0.9804518061294837, 0.0358392996639469, 1.0, 0.9984139664774243
2461015.0314937513, 0.09626194067714017, 1.0501479328658223, 0.03585880945476575, 1.0, 0.9974789808158485
2461015.0335789816, 0.09817250893954693, 1.0313124080893799, 0.03586910889870008, 1.0, 0.9969859492032289
