# FINAL TIMESERIES OF HAT-P-32 b,,,,,
# BJD_TDB,Orbital Phase,Flux,Uncertainty,Model,Airmass
2458107.788,0.03471808765,1.002932364,0.005907286583,1,0.9959161455
2458107.79,0.03568509785,1.005297689,0.005907204789,1,0.9947302283
2458107.792,0.03665765243,0.9958385403,0.005907119871,1,0.9935004784
2458107.794,0.03762480775,0.98969248,0.005907033052,1,0.9922447553
2458107.797,0.03859194725,1.006041698,0.005906944466,1,0.9909650962
2458107.799,0.03956428654,0.9956409666,0.005906852465,1,0.9896378355
2458107.801,0.04053118369,0.9996762628,0.005906759107,1,0.9882927995
2458107.803,0.04150327542,0.991945958,0.005906662127,1,0.986897489
2458107.805,0.04247032331,0.9988903053,0.005906563108,1,0.9854748358
2458107.807,0.04343710718,0.9972743476,0.00590646201,1,0.9840244145
2458107.809,0.04440951643,1.001588418,0.005906356944,1,0.9825193079
2458107.811,0.04537634882,1.003813717,0.005906249619,1,0.9809841906
2458107.813,0.04634335902,1.000281086,0.00590613999,1,0.9794185522
2458107.815,0.04731606976,0.9955556538,0.005906026223,1,0.9777964462
2458107.817,0.04828313887,1.005349506,0.005905909957,1,0.976141432
2458107.819,0.04925004684,0.9968537195,0.005905790899,1,0.9744495568
2458107.822,0.05022229994,0.9996264803,0.005905667518,1,0.9726993162
2458107.824,0.05118928826,1.006712673,0.005905541856,1,0.9709198978
2458107.826,0.05216154136,1.009507115,0.00590541158,1,0.9690785445
2458107.828,0.05312876165,0.9965795154,0.005905278052,1,0.9671948097
2458107.83,0.05409595984,1.003184518,0.005905141719,1,0.9652752322
2458107.832,0.05506804617,1.004029271,0.00590500001,1,0.9632839519
2458107.834,0.05603492143,1.009029474,0.005904854951,1,0.9612498077
2458107.836,0.05700160308,0.9918577985,0.005904706454,1,0.9591718443
2458107.838,0.05797403377,1.001663309,0.005904551981,1,0.9570149786
2458107.84,0.05894098463,0.9981892491,0.005904394994,1,0.9548279141
2458107.842,0.05991325916,0.9906904724,0.005904231605,1,0.9525569196
2458107.844,0.06088030683,1.005524499,0.005904064145,1,0.9502348688
2458107.847,0.06184747839,1.007509031,0.005903892838,1,0.9478652639
2458107.849,0.06281508594,0.9985864907,0.005903715455,1,0.9454177711
2458107.851,0.06378732798,1.003903412,0.005903531698,1,0.942888907
2458107.853,0.06475467173,1.0090837,0.005903344281,1,0.9403165764
2458107.855,0.06572169774,1.0013008,0.00590315003,1,0.9376577529
2458107.857,0.06669399935,0.9878495857,0.005902948998,1,0.9349139538
2458107.859,0.067663507,0.9977487803,0.005902742527,1,0.9321041648
2458107.861,0.06863049533,0.9976931047,0.005902529565,1,0.9292148006
2458107.863,0.0695973654,1.006317506,0.005902311172,1,0.9262609362
